Beat number,state,tsid,type
29,0.727180004119873,2,neutral
30,0.7381500005722046,2,neutral
31,0.7002800107002258,2,neutral
32,0.7264500260353088,2,neutral
33,0.7465900182723999,2,neutral
34,0.7376300096511841,2,neutral
35,0.7601500153541565,2,neutral
36,0.7230899930000305,2,neutral
37,0.7412199974060059,2,neutral
38,0.7104799747467041,2,neutral
39,0.7320399880409241,2,neutral
40,0.7070299983024597,2,neutral
41,0.7389500141143799,2,neutral
42,0.677299976348877,2,neutral
43,0.7160400152206421,2,neutral
44,0.7121599912643433,2,neutral
45,0.7630500197410583,2,neutral
46,0.7090200185775757,2,neutral
47,0.7099300026893616,2,neutral
48,0.7208600044250488,2,neutral
49,0.7324699759483337,2,neutral
50,0.6959999799728394,2,neutral
51,0.7232800126075745,2,neutral
52,0.7153900265693665,2,neutral
53,0.7317900061607361,2,neutral
54,0.7076600193977356,2,neutral
55,0.7528300285339355,2,neutral
56,0.7396100163459778,2,neutral
57,0.7219200134277344,2,neutral
58,0.710919976234436,2,neutral
59,0.7215099930763245,2,neutral
60,0.7215399742126465,2,neutral
61,0.7603499889373779,2,neutral
62,0.7030500173568726,2,neutral
63,0.7582100033760071,2,neutral
64,0.7167999744415283,2,neutral
65,0.7057300209999084,2,neutral
66,0.7400199770927429,2,neutral
67,0.7341499924659729,2,neutral
68,0.7398099899291992,2,neutral
69,0.7372000217437744,2,neutral
70,0.7432199716567993,2,neutral
71,0.7071200013160706,2,neutral
72,0.7870299816131592,2,neutral
73,0.6969799995422363,2,neutral
74,0.7380399703979492,2,neutral
75,0.7424100041389465,2,neutral
76,0.7424899935722351,2,neutral
77,0.7198200225830078,2,neutral
78,0.7420700192451477,2,neutral
79,0.7311400175094604,2,neutral
80,0.7089099884033203,2,neutral
81,0.7070000171661377,2,neutral
82,0.722100019454956,2,neutral
83,0.7180500030517578,2,neutral
84,0.7506800293922424,2,neutral
85,0.7086700201034546,2,neutral
86,0.7390699982643127,2,neutral
87,0.7710199952125549,2,neutral
88,0.7299799919128418,2,neutral
89,0.7105100154876709,2,neutral
90,0.7287700176239014,2,neutral
91,0.7343400120735168,2,neutral
92,0.7198299765586853,2,neutral
93,0.7758399844169617,2,neutral
94,0.732479989528656,2,neutral
95,0.7266700267791748,2,neutral
96,0.7638099789619446,2,neutral
97,0.732420027256012,2,neutral
98,0.7684000134468079,2,neutral
99,0.7184200286865234,2,neutral
100,0.7300500273704529,2,neutral
101,0.7452300190925598,2,neutral
102,0.744159996509552,2,neutral
103,0.7549800276756287,2,neutral
104,0.7089499831199646,2,neutral
105,0.784060001373291,2,neutral
106,0.7055799961090088,2,neutral
107,0.757830023765564,2,neutral
108,0.726830005645752,2,neutral
109,0.7387300133705139,2,neutral
110,0.7236700057983398,2,neutral
111,0.7252100110054016,2,neutral
112,0.7612199783325195,2,neutral
113,0.699999988079071,2,neutral
114,0.7592200040817261,2,neutral
115,0.7089700102806091,2,neutral
116,0.7644799947738647,2,neutral
117,0.693340003490448,2,neutral
118,0.7349200248718262,2,neutral
119,0.7305399775505066,2,neutral
120,0.7430499792098999,2,neutral
121,0.7283200025558472,2,neutral
122,0.7245100140571594,2,neutral
123,0.7174000144004822,2,neutral
124,0.7452300190925598,2,neutral
125,0.7355599999427795,2,neutral
126,0.7255100011825562,2,neutral
127,0.7624199986457825,2,neutral
128,0.7263299822807312,2,neutral
129,0.7652000188827515,2,neutral
130,0.7511100172996521,2,neutral
131,0.7392899990081787,2,neutral
132,0.7300900220870972,2,neutral
133,0.7422199845314026,2,neutral
134,0.7342900037765503,2,neutral
135,0.7301099896430969,2,neutral
136,0.7302500009536743,2,neutral
137,0.7445999979972839,2,neutral
138,0.7639600038528442,2,neutral
139,0.7346400022506714,2,neutral
140,0.7566999793052673,2,neutral
141,0.7246900200843811,2,neutral
142,0.7449700236320496,2,neutral
143,0.7055100202560425,2,neutral
144,0.7561799883842468,2,neutral
145,0.6951299905776978,2,neutral
146,0.739579975605011,2,neutral
147,0.7372199892997742,2,neutral
148,0.7302299737930298,2,neutral
149,0.7279800176620483,2,neutral
150,0.7445099949836731,2,neutral
151,0.7100399732589722,2,neutral
152,0.7145799994468689,2,neutral
153,0.758679986000061,2,neutral
154,0.7259299755096436,2,neutral
155,0.7417399883270264,2,neutral
156,0.7152400016784668,2,neutral
157,0.7262700200080872,2,neutral
158,0.7707899808883667,2,neutral
159,0.7221800088882446,2,neutral
160,0.7217299938201904,2,neutral
161,0.7583600282669067,2,neutral
162,0.7357800006866455,2,neutral
163,0.735509991645813,2,neutral
164,0.7669699788093567,2,neutral
165,0.7250900268554688,2,neutral
166,0.7440099716186523,2,neutral
167,0.7127299904823303,2,neutral
168,0.7606599926948547,2,neutral
169,0.6855499744415283,2,neutral
170,0.7486600279808044,2,neutral
171,0.718999981880188,2,neutral
172,0.764519989490509,2,neutral
173,0.6924200057983398,2,neutral
174,0.7318800091743469,2,neutral
175,0.7189499735832214,2,neutral
176,0.7460100054740906,2,neutral
177,0.704800009727478,2,neutral
178,0.7974900007247925,2,neutral
179,0.7227699756622314,2,neutral
180,0.6119700074195862,2,neutral
181,0.6523200273513794,2,neutral
182,0.9217299818992616,2,neutral
183,0.6493800282478333,2,neutral
184,0.7786700129508972,2,neutral
185,0.7136399745941162,2,neutral
186,0.7500100135803223,2,neutral
187,0.7629299759864807,2,neutral
188,0.731939971446991,2,neutral
189,0.753030002117157,2,neutral
190,0.7280700206756592,2,neutral
191,0.7823299765586853,2,neutral
192,0.7237399816513062,2,neutral
193,0.7592099905014038,2,neutral
194,0.7055500149726868,2,neutral
195,0.7887899875640869,2,neutral
196,0.7194399833679199,2,neutral
197,0.7400100231170654,2,neutral
198,0.7333099842071533,2,neutral
199,0.7306100130081177,2,neutral
200,0.7559499740600586,2,neutral
201,0.7421500086784363,2,neutral
202,0.7584099769592285,2,neutral
203,0.7139000296592712,2,neutral
204,0.7633399963378906,2,neutral
0,0.7074800133705139,3,neutral
1,0.6523100137710571,3,neutral
2,0.6756399869918823,3,neutral
3,0.6668599843978882,3,neutral
4,0.6865699887275696,3,neutral
5,0.6439599990844727,3,neutral
6,0.6952800154685974,3,neutral
7,0.6435499787330627,3,neutral
8,0.7172099947929382,3,neutral
9,0.6423799991607666,3,neutral
10,0.7154899835586548,3,neutral
11,0.6249399781227112,3,neutral
12,0.6980100274085999,3,neutral
13,0.6584600210189819,3,neutral
14,0.6929000020027161,3,neutral
15,0.6733199954032898,3,neutral
16,0.6706299781799316,3,neutral
17,0.6917399764060974,3,neutral
18,0.699999988079071,3,neutral
19,0.6707599759101868,3,neutral
20,0.7042199969291687,3,neutral
21,0.6702399849891663,3,neutral
22,0.7197200059890747,3,neutral
23,0.6623499989509583,3,neutral
24,0.6824600100517273,3,neutral
25,0.6784300208091736,3,neutral
26,0.6513299942016602,3,neutral
27,0.6807000041007996,3,neutral
28,0.6588799953460693,3,neutral
29,0.659600019454956,3,neutral
30,0.7012400031089783,3,neutral
31,0.6133000254631042,3,neutral
32,0.6796299815177917,3,neutral
33,0.6699399948120117,3,neutral
34,0.6591699719429016,3,neutral
35,0.6830499768257141,3,neutral
36,0.6732699871063232,3,neutral
37,0.6769400238990784,3,neutral
38,0.6652600169181824,3,neutral
39,0.6993499994277954,3,neutral
40,0.649619996547699,3,neutral
41,0.6859599947929382,3,neutral
42,0.6544100046157837,3,neutral
43,0.6385999917984009,3,neutral
44,0.6551399827003479,3,neutral
45,0.6980299949645996,3,neutral
46,0.6407700181007385,3,neutral
47,0.6819199919700623,3,neutral
48,0.6485000252723694,3,neutral
49,0.7113000154495239,3,neutral
50,0.6613799929618835,3,neutral
51,0.7064200043678284,3,neutral
52,0.6513800024986267,3,neutral
53,0.7045199871063232,3,neutral
54,0.6461899876594543,3,neutral
55,0.6957299709320068,3,neutral
56,0.674589991569519,3,neutral
57,0.6596099734306335,3,neutral
58,0.6968799829483032,3,neutral
59,0.6521900296211243,3,neutral
60,0.7019400000572205,3,neutral
61,0.6511600017547607,3,neutral
62,0.6992200016975403,3,neutral
63,0.6486700177192688,3,neutral
64,0.7518900036811829,3,neutral
65,0.6297699809074402,3,neutral
66,0.7029799818992615,3,neutral
67,0.6371600031852722,3,neutral
68,0.7039099931716919,3,neutral
69,0.6744099855422974,3,neutral
70,0.698710024356842,3,neutral
71,0.6587499976158142,3,neutral
72,0.6959699988365173,3,neutral
73,0.6680899858474731,3,neutral
74,0.7139899730682373,3,neutral
75,0.686460018157959,3,neutral
76,0.6438000202178955,3,neutral
77,0.7221500277519226,3,neutral
78,0.6385599970817566,3,neutral
79,0.7181699872016907,3,neutral
80,0.6375799775123596,3,neutral
81,0.7216799855232239,3,neutral
82,0.6364099979400635,3,neutral
83,0.7876899838447571,3,neutral
84,0.6088299751281738,3,neutral
85,0.735289990901947,3,neutral
86,0.6182000041007996,3,neutral
87,0.7345799803733826,3,neutral
88,0.6310300230979919,3,neutral
89,0.7634999752044678,3,neutral
90,0.6180400252342224,3,neutral
91,0.6694499850273132,3,neutral
92,0.7480300068855286,3,neutral
93,0.6710100173950195,3,neutral
94,0.7245100140571594,3,neutral
95,0.6909599900245667,3,neutral
96,0.6772500276565552,3,neutral
97,0.7083699703216553,3,neutral
98,0.6579999923706055,3,neutral
99,0.6964100003242493,3,neutral
100,0.6604599952697754,3,neutral
101,0.6960399746894836,3,neutral
102,0.6366099715232849,3,neutral
103,0.6773800253868103,3,neutral
104,0.6637600064277649,3,neutral
105,0.6982899904251099,3,neutral
106,0.6802700161933899,3,neutral
107,0.6811599731445312,3,neutral
108,0.6792500019073486,3,neutral
109,0.6757599711418152,3,neutral
110,0.6847800016403198,3,neutral
111,0.666450023651123,3,neutral
112,0.7287600040435791,3,neutral
113,0.6247400045394897,3,neutral
114,0.7609500288963318,3,neutral
115,0.6363800168037415,3,neutral
116,0.7025799751281738,3,neutral
117,0.6712200045585632,3,neutral
118,0.6692799925804138,3,neutral
119,0.7045800089836121,3,neutral
120,0.6793199777603149,3,neutral
121,0.6688899993896484,3,neutral
122,0.6721500158309937,3,neutral
123,0.6840599775314331,3,neutral
124,0.6846200227737427,3,neutral
125,0.6821500062942505,3,neutral
126,0.6970700025558472,3,neutral
127,0.6858900189399719,3,neutral
128,0.691070020198822,3,neutral
129,0.6356599926948547,3,neutral
130,0.6690499782562256,3,neutral
131,0.6583999991416931,3,neutral
132,0.6873800158500671,3,neutral
133,0.6875900030136108,3,neutral
134,0.7198500037193298,3,neutral
135,0.640999972820282,3,neutral
136,0.6901699900627136,3,neutral
137,0.651889979839325,3,neutral
138,0.6856300234794617,3,neutral
139,0.6601499915122986,3,neutral
140,0.7413600087165833,3,neutral
141,0.6432999968528748,3,neutral
142,0.7071499824523926,3,neutral
143,0.6374599933624268,3,neutral
144,0.7318000197410583,3,neutral
145,0.6159700155258179,3,neutral
146,0.7152400016784668,3,neutral
147,0.6590800285339355,3,neutral
148,0.6869699954986572,3,neutral
149,0.681190013885498,3,neutral
150,0.6701200008392334,3,neutral
151,0.6919299960136414,3,neutral
0,0.6878899931907654,4,neutral
1,0.6736599802970886,4,neutral
2,0.6800900101661682,4,neutral
3,0.7100200057029724,4,neutral
4,0.6952300071716309,4,neutral
5,0.6712300181388855,4,neutral
6,0.711359977722168,4,neutral
7,0.691510021686554,4,neutral
8,0.6612899899482727,4,neutral
9,0.7325500249862671,4,neutral
10,0.6566699743270874,4,neutral
11,0.6955199837684631,4,neutral
12,0.6613199710845947,4,neutral
13,0.6981599926948547,4,neutral
14,0.6403099894523621,4,neutral
15,0.7614799737930298,4,neutral
16,0.6631399989128113,4,neutral
17,0.7272899746894836,4,neutral
18,0.6575999855995178,4,neutral
19,0.7110900282859802,4,neutral
20,0.636900007724762,4,neutral
21,0.698390007019043,4,neutral
22,0.6691399812698364,4,neutral
23,0.6901100277900696,4,neutral
24,0.6813399791717529,4,neutral
25,0.6650999784469604,4,neutral
26,0.6478899717330933,4,neutral
27,0.7011299729347229,4,neutral
28,0.6499500274658203,4,neutral
29,0.6902499794960022,4,neutral
30,0.699940025806427,4,neutral
31,0.6774399876594543,4,neutral
32,0.748009979724884,4,neutral
33,0.6412799954414368,4,neutral
34,0.7011600136756897,4,neutral
35,0.6622800230979919,4,neutral
36,0.6784200072288513,4,neutral
37,0.6798800230026245,4,neutral
38,0.690750002861023,4,neutral
39,0.6401600241661072,4,neutral
40,0.7064999938011169,4,neutral
41,0.6327099800109863,4,neutral
42,0.7336900234222412,4,neutral
43,0.6417199969291687,4,neutral
44,0.7151200175285339,4,neutral
45,0.6312500238418579,4,neutral
46,0.6839799880981445,4,neutral
47,0.6708700060844421,4,neutral
48,0.6456999778747559,4,neutral
49,0.6687700152397156,4,neutral
50,0.6911799907684326,4,neutral
51,0.6333100199699402,4,neutral
52,0.7193899750709534,4,neutral
53,0.6454399824142456,4,neutral
54,0.7020000219345093,4,neutral
55,0.6446499824523926,4,neutral
56,0.6748300194740295,4,neutral
57,0.6634399890899658,4,neutral
58,0.6943699717521667,4,neutral
59,0.6813099980354309,4,neutral
60,0.6973599791526794,4,neutral
61,0.6461600065231323,4,neutral
62,0.6952700018882751,4,neutral
63,0.6826300024986267,4,neutral
64,0.671239972114563,4,neutral
65,0.6546800136566162,4,neutral
66,0.6633800268173218,4,neutral
67,0.6637700200080872,4,neutral
68,0.6419900059700012,4,neutral
69,0.7077800035476685,4,neutral
70,0.6503400206565857,4,neutral
71,0.7524499893188477,4,neutral
72,0.6582499742507935,4,neutral
73,0.7250800132751465,4,neutral
74,0.6579999923706055,4,neutral
75,0.686680018901825,4,neutral
76,0.7293699979782104,4,neutral
77,0.6477199792861938,4,neutral
78,0.6873000264167786,4,neutral
79,0.6754299998283386,4,neutral
80,0.7428500056266785,4,neutral
81,0.6547600030899048,4,neutral
82,0.6819199919700623,4,neutral
83,0.7089099884033203,4,neutral
84,0.6773599982261658,4,neutral
85,0.7529699802398682,4,neutral
86,0.6928899884223938,4,neutral
87,0.707830011844635,4,neutral
88,0.686489999294281,4,neutral
89,0.6887900233268738,4,neutral
90,0.6831600069999695,4,neutral
91,0.6893500089645386,4,neutral
92,0.7265300154685974,4,neutral
93,0.6621000170707703,4,neutral
94,0.7329800128936768,4,neutral
95,0.6908900141716003,4,neutral
96,0.6894099712371826,4,neutral
97,0.742330014705658,4,neutral
98,0.7028300166130066,4,neutral
99,0.697409987449646,4,neutral
100,0.7049199938774109,4,neutral
101,0.6980599761009216,4,neutral
102,0.7039600014686584,4,neutral
103,0.6807600259780884,4,neutral
104,0.7528499960899353,4,neutral
105,0.6569200158119202,4,neutral
106,0.7951599955558777,4,neutral
107,0.6645100116729736,4,neutral
108,0.8141999840736389,4,neutral
109,0.601170003414154,4,neutral
110,0.702210009098053,4,neutral
111,0.6468899846076965,4,neutral
112,0.6837199926376343,4,neutral
113,0.6388800144195557,4,neutral
114,0.7317500114440918,4,neutral
115,0.6690899729728699,4,neutral
116,0.7228699922561646,4,neutral
117,0.6765400171279907,4,neutral
118,0.7394700050354004,4,neutral
119,0.6233599781990051,4,neutral
120,0.8313699960708618,4,neutral
121,0.6154800057411194,4,neutral
122,0.7673699855804443,4,neutral
123,0.6447799801826477,4,neutral
124,0.7557399868965149,4,neutral
125,0.6274399757385254,4,neutral
126,0.7369400262832642,4,neutral
127,0.6125400066375732,4,neutral
128,0.724839985370636,4,neutral
129,0.6335399746894836,4,neutral
130,0.7659900188446045,4,neutral
131,0.6149399876594543,4,neutral
132,0.7397199869155884,4,neutral
133,0.6155400276184082,4,neutral
134,0.6578800082206726,4,neutral
135,0.6507099866867065,4,neutral
136,0.6686000227928162,4,neutral
137,0.6640200018882751,4,neutral
138,0.623989999294281,4,neutral
139,0.6999800205230713,4,neutral
140,0.6521000266075134,4,neutral
141,0.7186700105667114,4,neutral
142,0.6371399760246277,4,neutral
143,0.6979900002479553,4,neutral
144,0.6647199988365173,4,neutral
145,0.669219970703125,4,neutral
146,0.6804599761962891,4,neutral
147,0.6817399859428406,4,neutral
148,0.6682999730110168,4,neutral
149,0.6639099717140198,4,neutral
150,0.6896499991416931,4,neutral
151,0.6398199796676636,4,neutral
152,0.6883599758148193,4,neutral
153,0.6650699973106384,4,neutral
154,0.6543700098991394,4,neutral
155,0.6487299799919128,4,neutral
156,0.6571999788284302,4,neutral
157,0.6751400232315063,4,neutral
158,0.6494399905204773,4,neutral
159,0.6487500071525574,4,neutral
160,0.6331800222396851,4,neutral
161,0.649619996547699,4,neutral
162,0.6757500171661377,4,neutral
163,0.6684600114822388,4,neutral
164,0.666130006313324,4,neutral
165,0.6267099976539612,4,neutral
166,0.6559900045394897,4,neutral
167,0.654990017414093,4,neutral
168,0.6450099945068359,4,neutral
0,1.2410999536514282,5,neutral
1,1.2117999792099,5,neutral
2,1.2625000476837158,5,neutral
3,1.241199970245361,5,neutral
4,1.2278000116348269,5,neutral
5,1.2338000535964966,5,neutral
6,1.2235000133514404,5,neutral
7,1.2339999675750732,5,neutral
8,1.228700041770935,5,neutral
9,1.217900037765503,5,neutral
10,1.2258000373840332,5,neutral
11,1.2117999792099,5,neutral
12,1.236899971961975,5,neutral
13,1.2382999658584597,5,neutral
14,1.238800048828125,5,neutral
15,1.2143000364303589,5,neutral
16,1.2374000549316406,5,neutral
17,1.2072999477386477,5,neutral
18,1.2226999998092651,5,neutral
19,1.2199000120162964,5,neutral
20,1.205600023269653,5,neutral
21,1.236600041389465,5,neutral
22,1.2242000102996826,5,neutral
23,1.2359999418258667,5,neutral
24,1.2130999565124512,5,neutral
25,1.2379000186920166,5,neutral
26,1.2223000526428225,5,neutral
27,1.232800006866455,5,neutral
28,1.208899974822998,5,neutral
29,1.198300004005432,5,neutral
30,1.2440999746322632,5,neutral
31,1.2030999660491943,5,neutral
32,1.2192000150680542,5,neutral
33,1.207800030708313,5,neutral
34,1.2131999731063845,5,neutral
35,1.2269999980926514,5,neutral
36,1.2417000532150269,5,neutral
37,1.2210999727249146,5,neutral
38,1.194000005722046,5,neutral
39,1.2237000465393066,5,neutral
40,1.2244000434875488,5,neutral
41,1.2072999477386477,5,neutral
42,1.201300024986267,5,neutral
43,1.2305999994277954,5,neutral
44,1.2200000286102295,5,neutral
45,1.253999948501587,5,neutral
46,1.24590003490448,5,neutral
47,1.229099988937378,5,neutral
48,1.2323999404907229,5,neutral
49,1.2168999910354614,5,neutral
50,1.2024999856948853,5,neutral
51,1.1956000328063965,5,neutral
52,1.229599952697754,5,neutral
53,1.208899974822998,5,neutral
54,1.232100009918213,5,neutral
55,1.1969000101089478,5,neutral
56,1.245100021362305,5,neutral
57,1.2062000036239624,5,neutral
58,1.263700008392334,5,neutral
59,1.1957999467849731,5,neutral
60,1.197100043296814,5,neutral
61,1.2199000120162964,5,neutral
62,1.2235000133514404,5,neutral
63,1.2071000337600708,5,neutral
64,1.2476999759674072,5,neutral
65,1.221400022506714,5,neutral
66,1.2106000185012815,5,neutral
67,1.2188999652862549,5,neutral
68,1.229300022125244,5,neutral
69,1.2243000268936155,5,neutral
70,1.2186000347137451,5,neutral
71,1.2193000316619873,5,neutral
72,1.2302000522613523,5,neutral
73,1.2105000019073486,5,neutral
74,1.205600023269653,5,neutral
75,1.221500039100647,5,neutral
76,1.19159996509552,5,neutral
77,1.1985000371932983,5,neutral
78,1.2103999853134155,5,neutral
79,1.2099000215530396,5,neutral
80,1.1985000371932983,5,neutral
81,1.1718000173568726,5,neutral
82,1.2031999826431274,5,neutral
83,1.197700023651123,5,neutral
84,1.195099949836731,5,neutral
85,1.1938999891281128,5,neutral
86,1.193600058555603,5,neutral
87,1.2301000356674194,5,neutral
88,1.207900047302246,5,neutral
89,1.2346999645233154,5,neutral
90,1.207200050354004,5,neutral
91,1.22160005569458,5,neutral
92,1.2101000547409058,5,neutral
93,1.2096999883651731,5,neutral
94,1.2236000299453735,5,neutral
95,1.2059999704360962,5,neutral
96,1.205600023269653,5,neutral
97,1.229699969291687,5,neutral
98,1.219499945640564,5,neutral
99,1.2070000171661377,5,neutral
100,1.228600025177002,5,neutral
101,1.2209999561309814,5,neutral
102,1.2200000286102295,5,neutral
103,1.2295000553131104,5,neutral
104,1.2331000566482544,5,neutral
105,1.2359000444412231,5,neutral
106,1.22979998588562,5,neutral
107,1.2122000455856323,5,neutral
108,1.2426999807357788,5,neutral
109,1.229300022125244,5,neutral
110,1.2282999753952026,5,neutral
111,1.2350000143051147,5,neutral
112,1.219099998474121,5,neutral
113,1.2309999465942385,5,neutral
114,1.2354999780654907,5,neutral
115,1.235700011253357,5,neutral
116,1.2338000535964966,5,neutral
117,1.2675000429153442,5,neutral
118,1.2402000427246094,5,neutral
119,1.2732000350952148,5,neutral
120,1.2483999729156494,5,neutral
121,1.231899976730347,5,neutral
122,1.258999943733215,5,neutral
123,1.2518999576568604,5,neutral
124,1.2467999458312988,5,neutral
125,1.257200002670288,5,neutral
126,1.2554999589920044,5,neutral
127,1.2527999877929688,5,neutral
128,1.269700050354004,5,neutral
129,1.2517000436782837,5,neutral
130,1.2710000276565552,5,neutral
131,1.2660000324249268,5,neutral
132,1.249500036239624,5,neutral
133,1.264799952507019,5,neutral
134,1.270400047302246,5,neutral
135,1.266800045967102,5,neutral
136,1.2537000179290771,5,neutral
137,1.281599998474121,5,neutral
138,1.257099986076355,5,neutral
139,1.2975000143051147,5,neutral
140,1.2833000421524048,5,neutral
141,1.280500054359436,5,neutral
142,1.281599998474121,5,neutral
143,1.2836999893188477,5,neutral
144,1.287999987602234,5,neutral
145,1.291599988937378,5,neutral
146,1.270900011062622,5,neutral
147,1.3072999715805054,5,neutral
148,1.3043999671936035,5,neutral
149,1.29830002784729,5,neutral
150,1.2892999649047852,5,neutral
151,1.3092999458312988,5,neutral
152,1.3021999597549438,5,neutral
153,1.3025000095367432,5,neutral
154,1.3109999895095823,5,neutral
155,1.3468999862670898,5,neutral
156,1.3116999864578247,5,neutral
157,1.337499976158142,5,neutral
158,1.3378000259399414,5,neutral
159,1.3631999492645264,5,neutral
160,1.3478000164031982,5,neutral
161,1.358299970626831,5,neutral
162,1.343500018119812,5,neutral
163,1.3472000360488892,5,neutral
164,1.376099944114685,5,neutral
165,1.3549000024795532,5,neutral
166,1.3646999597549438,5,neutral
167,1.3796000480651855,5,neutral
168,1.3765000104904177,5,neutral
169,1.3660999536514282,5,neutral
170,1.4150999784469604,5,neutral
171,1.3842999935150146,5,neutral
172,1.4315999746322632,5,neutral
0,1.2842999696731567,6,neutral
1,1.2611000537872314,6,neutral
2,1.3221999406814575,6,neutral
3,1.291599988937378,6,neutral
4,1.2979999780654907,6,neutral
5,1.3009999990463257,6,neutral
6,1.3098000288009644,6,neutral
7,1.346400022506714,6,neutral
8,1.3279000520706177,6,neutral
9,1.327399969100952,6,neutral
10,1.2963000535964966,6,neutral
11,1.3229000568389893,6,neutral
12,1.312399983406067,6,neutral
13,1.3072999715805054,6,neutral
14,1.3098000288009644,6,neutral
15,1.3203999996185305,6,neutral
16,1.2821999788284302,6,neutral
17,1.3050999641418457,6,neutral
18,1.278499960899353,6,neutral
19,1.277899980545044,6,neutral
20,1.281499981880188,6,neutral
21,1.3039000034332275,6,neutral
22,1.2914999723434448,6,neutral
23,1.2901999950408936,6,neutral
24,1.258999943733215,6,neutral
25,1.291700005531311,6,neutral
26,1.3005000352859497,6,neutral
27,1.2899999618530271,6,neutral
28,1.2812000513076782,6,neutral
29,1.2683000564575195,6,neutral
30,1.2861000299453735,6,neutral
31,1.2353999614715576,6,neutral
32,1.245300054550171,6,neutral
33,1.2811000347137451,6,neutral
34,1.2792999744415283,6,neutral
35,1.225499987602234,6,neutral
36,1.2302000522613523,6,neutral
37,1.2403000593185425,6,neutral
38,1.2421000003814695,6,neutral
39,1.239199995994568,6,neutral
40,1.2346999645233154,6,neutral
41,1.229200005531311,6,neutral
42,1.246399998664856,6,neutral
43,1.2553999423980713,6,neutral
44,1.2598999738693235,6,neutral
45,1.257699966430664,6,neutral
46,1.2324999570846558,6,neutral
47,1.208400011062622,6,neutral
48,1.2035000324249268,6,neutral
49,1.2275999784469604,6,neutral
50,1.214400053024292,6,neutral
51,1.1928999423980713,6,neutral
52,1.1885000467300415,6,neutral
53,1.225200057029724,6,neutral
54,1.1897000074386597,6,neutral
55,1.2206000089645386,6,neutral
56,1.226199984550476,6,neutral
57,1.2093000411987305,6,neutral
58,1.2059999704360962,6,neutral
59,1.212399959564209,6,neutral
60,1.23389995098114,6,neutral
61,1.202399969100952,6,neutral
62,1.219099998474121,6,neutral
63,1.2170000076293943,6,neutral
64,1.2069000005722046,6,neutral
65,1.2080999612808228,6,neutral
66,1.1878999471664429,6,neutral
67,1.20360004901886,6,neutral
68,1.180799961090088,6,neutral
69,1.2139999866485596,6,neutral
70,1.1710000038146973,6,neutral
71,1.184999942779541,6,neutral
72,1.216599941253662,6,neutral
73,1.1811000108718872,6,neutral
74,1.1557999849319458,6,neutral
75,1.1865999698638916,6,neutral
76,1.1927000284194946,6,neutral
77,1.1611000299453735,6,neutral
78,1.148300051689148,6,neutral
79,1.1759999990463257,6,neutral
80,1.163699984550476,6,neutral
81,1.1389000415802002,6,neutral
82,1.1526999473571775,6,neutral
83,1.1434999704360962,6,neutral
84,1.1512999534606934,6,neutral
85,1.1473000049591064,6,neutral
86,1.134600043296814,6,neutral
87,1.1291999816894531,6,neutral
88,1.1461999416351318,6,neutral
89,1.156999945640564,6,neutral
90,1.145900011062622,6,neutral
91,1.139299988746643,6,neutral
92,1.1370999813079834,6,neutral
93,1.1432000398635864,6,neutral
94,1.1548999547958374,6,neutral
95,1.1591999530792236,6,neutral
96,1.1402000188827517,6,neutral
97,1.1369999647140503,6,neutral
98,1.1478999853134155,6,neutral
99,1.152500033378601,6,neutral
100,1.2134000062942505,6,neutral
101,1.1683000326156616,6,neutral
102,1.187399983406067,6,neutral
103,1.1857000589370728,6,neutral
104,1.2109999656677246,6,neutral
105,1.1691999435424805,6,neutral
106,1.1714999675750732,6,neutral
107,1.194700002670288,6,neutral
108,1.2028000354766846,6,neutral
109,1.1664999723434448,6,neutral
110,1.1920000314712524,6,neutral
111,1.1679999828338623,6,neutral
112,1.1579999923706057,6,neutral
113,1.1723999977111816,6,neutral
114,1.1576000452041626,6,neutral
115,1.111799955368042,6,neutral
116,1.1729999780654907,6,neutral
117,1.1704000234603882,6,neutral
118,1.090499997138977,6,neutral
119,1.1198999881744385,6,neutral
120,1.166100025177002,6,neutral
121,1.1555999517440796,6,neutral
122,1.1131000518798828,6,neutral
123,1.0951999425888062,6,neutral
124,1.100000023841858,6,neutral
0,0.5049899816513062,7,neutral
1,0.5671300292015076,7,neutral
2,0.5176200270652771,7,neutral
3,0.5702700018882751,7,neutral
4,0.5277100205421448,7,neutral
5,0.5740000009536743,7,neutral
6,0.5243899822235107,7,neutral
7,0.5257300138473511,7,neutral
8,0.5547400116920471,7,neutral
9,0.5485699772834778,7,neutral
10,0.5451700091362,7,neutral
11,0.5269299745559692,7,neutral
12,0.5504699945449829,7,neutral
13,0.5484099984169006,7,neutral
14,0.5399500131607056,7,neutral
15,0.5156099796295166,7,neutral
16,0.5768499970436096,7,neutral
17,0.5426499843597412,7,neutral
18,0.5511500239372253,7,neutral
19,0.5524200201034546,7,neutral
20,0.5787100195884705,7,neutral
21,0.5061900019645691,7,neutral
22,0.5915600061416626,7,neutral
23,0.5257499814033508,7,neutral
24,0.5688899755477905,7,neutral
25,0.5418400168418884,7,neutral
26,0.5651900172233582,7,neutral
27,0.5092399716377258,7,neutral
28,0.6011800169944763,7,neutral
29,0.4932900071144104,7,neutral
30,0.585640013217926,7,neutral
31,0.52360999584198,7,neutral
32,0.5620399713516235,7,neutral
33,0.5242599844932556,7,neutral
34,0.5456600189208984,7,neutral
35,0.5623700022697449,7,neutral
36,0.5398200154304504,7,neutral
